Ë≠âÂà∏‰ª??,Ë≠âÂà∏?çÁ®±,?ê‰∫§?°Êï∏,?ê‰∫§?ëÈ?,?ãÁõ§???ÄÈ´òÂÉπ,?Ä‰ΩéÂÉπ,?∂Áõ§??Êº≤Ë??πÂ∑Æ,?ê‰∫§Á≠ÜÊï∏,,,
9188,Á≤æÁ?-DR,"76,000","192,180",2.52,2.55,2.52,2.55,0.04,26,
9802,?∫È?-KY,"1,740,050","136,134,100",80,80.2,75.5,76.5,-1.5,"1,331",
9902,?∞ÁÅ´,"144,100","1,043,033",7.2,7.45,7.13,7.13,-0.24,79,
9904,ÂØ∂Ê?,"13,533,108","350,201,158",26.2,26.3,25.4,25.4,-1.1,"6,258",
9905,Â§ßËèØ,"424,010","8,089,694",19.2,19.3,19,19.05,-0.15,200,
9906,"Ê¨?∑¥Â∑?,68","000""","1,111,450",16.4,16.5,16,16.5,0.5,30,
9907,"Áµ±‰?ÂØ?,2",260,"887""","18,672,880",8.26,8.39,8.2,8.2,0,900
9908,"Â§ßÂè∞??,412","410""","11,636,668",28,28.55,27.75,28.4,0.25,266,
9910,Ë±êÊ≥∞,"2,721,446","348,676,908",130.5,131,125,127,-3.5,"1,999",
9911,Ê´ªËä±,"900,257","36,079,980",39.75,40.6,39.5,40,0.3,755,
9912,?âËÅØ,"55,203","347,058",6.49,6.65,6,6.15,-0.28,45,
9914,"ÁæéÂà©??,1",695,"983""","192,272,582",118.5,118.5,110.5,111.5,-8.5,"1,264"
9917,"‰∏≠‰?Áß?,599","926""","48,748,906",82.9,82.9,80.5,81,-1,564,
9918,"Ê¨?§©??,70","001""","2,223,132",31.3,32,31.3,31.55,-0.45,56,
9919,"Â∫∑ÈÇ£È¶?,16",373,"626""","314,948,944",19.45,19.9,18.65,18.85,-0.25,"7,398"
9921,Â∑®Â§ß,"2,108,399","274,578,765",129.5,133.5,125,132,1,"1,657",
9924,Á¶èË?,"1,968,555","67,317,722",35.9,35.9,33.5,34,-1.95,"1,067",
9925,?∞‰?,"391,709","13,140,815",33.65,33.65,33.4,33.55,-0.1,268,
9926,?∞Êµ∑,"52,910","2,047,027",38.6,39.1,38.5,38.6,-0.35,57,
9927,Ê≥∞È?,"599,027","16,073,470",27.2,27.2,26.5,26.5,-0.7,360,
9928,‰∏≠Ë?,"5,085","20,540",4.04,4.04,4.04,4.04,-0.14,7,
9929,ÁßãÈõ®,"25,018","292,508",11.3,12.15,11.3,11.9,0.65,24,
9930,‰∏≠ËÅØË≥áÊ?,"231,700","9,277,960",40.7,40.7,39.75,39.75,-0.3,193,
9931,Ê¨??,"51,125","1,753,535",34.3,34.95,34,34,0,40,
9933,‰∏≠È?,"2,376,095","68,481,534",29.25,29.4,28.55,28.55,-0.6,"1,832",
9934,?êÈ?,"1,087,675","12,469,060",11.6,11.6,11.2,11.2,-0.45,632,
9935,"?∂Ë?ÂØ?,3",891,"130""","85,314,491",21.5,22.9,21,21.05,-2.2,"1,570"
9937,?®Â?,"99,540","4,088,983",40.7,42.4,40.5,42.4,0.45,73,
9938,?æÂ?,"1,859,507","95,411,309",52.6,53.4,50.2,50.9,-1.4,"1,204",
9939,ÂÆèÂÖ®,"3,226,364","144,916,386",46,46.45,43.9,44,-2,"2,137",
9940,‰ø°Áæ©,"614,392","15,029,849",25,25,24.1,24.15,-0.85,482,
9941,Ë£ïË?,"1,154,041","94,259,381",83,84,80.5,80.5,-1.9,977,
9941A,Ë£ïË??≤Áâπ,"110,495","5,692,743",51,51.6,51,51.5,0.5,74,
9942,?ÇÈ?,"446,980","25,102,580",58.4,58.4,55.2,55.5,-2.9,298,
9943,"Â•ΩÊ?Ëø?,1",240,"952""","62,381,800",52.3,52.3,49.5,49.6,-2.7,965
9944,?∞È?,"1,463,020","22,024,560",15.6,15.6,14.6,14.65,-0.75,796,
9945,"ÊΩ§Ê≥∞??,5",262,"676""","178,768,894",34.2,34.3,33.4,33.4,-0.65,"3,169"
9946,‰∏âÁôº?∞Áî¢,"871,456","10,936,770",12.55,12.55,12.55,12.55,-1.35,46,
9955,‰Ω≥È?,"827,246","10,257,476",13.1,13.1,11.85,12.1,-0.5,412,
9958,"‰∏ñÁ???,10",816,"881""","868,126,524",81,81.8,78.5,79.5,0.9,"6,743"
